com.samsung.shealth.tracker.pedometer_step_count,6100041,2
duration,run_step,version_code,walk_step,com.samsung.health.step_count.create_time,com.samsung.health.step_count.distance,com.samsung.health.step_count.time_offset,com.samsung.health.step_count.custom,com.samsung.health.step_count.count,com.samsung.health.step_count.end_time,com.samsung.health.step_count.speed,com.samsung.health.step_count.deviceuuid,com.samsung.health.step_count.start_time,com.samsung.health.step_count.pkg_name,com.samsung.health.step_count.update_time,com.samsung.health.step_count.datauuid,com.samsung.health.step_count.calorie,com.samsung.health.step_count.sample_position_type
57736,0,4,112,1630495620077,86.59473,UTC+0300,,112,1630495680000,1.4998205,yFuc3cHWzI,1630495620000,com.sec.android.app.shealth,1630495679506,cdce7b4d-9654-4d0a-8242-6a91f56d73b5,3.908844,,
12148,0,4,28,1630360640681,22.4722,UTC+0300,,28,1630360620000,1.849847,yFuc3cHWzI,1630360560000,com.sec.android.app.shealth,1630360640681,3d15b6c8-555f-4390-aa74-9e6d84cfc169,0.97213733,,
3939,0,4,10,1630354579981,8.970703,UTC+0300,,10,1630354620000,2.2769935,yFuc3cHWzI,1630354560000,com.sec.android.app.shealth,1630354581445,c10e6f1b-4fbe-49e8-a9c4-0a06a42fc45b,0.36865234,,
4975,1,4,9,1630414387458,9.865707,UTC+0300,,10,1630414380000,1.9828542,yFuc3cHWzI,1630414320000,com.sec.android.app.shealth,1630414387458,8ab2e799-d9c2-46ee-b4eb-8889726eb79a,0.60577726,,
5755,0,4,12,1630420352280,9.132278,UTC+0300,,12,1630420380000,1.5868216,yFuc3cHWzI,1630420320000,com.sec.android.app.shealth,1630420352280,fd9a8702-10c4-44fb-99cd-854d162d81a9,0.4222021,,
23963,35,4,14,1630496553019,62.67871,UTC+0300,,49,1630496580000,2.6155903,yFuc3cHWzI,1630496520000,com.sec.android.app.shealth,1630496584086,6513467a-0503-4d5e-b5ac-f13f72c334f0,4.304428,,
38810,18,4,61,1630493700067,69.048294,UTC+0300,,79,1630493400000,1.7791047,yFuc3cHWzI,1630493340000,com.sec.android.app.shealth,1630493700067,cb547a6a-7344-4d28-9afd-aea83badf2e5,3.6023102,,
5316,0,4,11,1630411466598,8.756294,UTC+0300,,11,1630411500000,1.6469853,yFuc3cHWzI,1630411440000,com.sec.android.app.shealth,1630411466598,3249bb88-5e1e-4166-a676-76f05e153243,0.37695646,,
50322,1,4,91,1630493700073,73.208496,UTC+0300,,92,1630493460000,1.4547918,yFuc3cHWzI,1630493400000,com.sec.android.app.shealth,1630493700073,5816b110-ba63-4100-ae20-e1cb256fb622,3.4820433,,
60000,0,4,112,1630493701653,87.3822,UTC+0300,,112,1630493760000,1.45637,yFuc3cHWzI,1630493700000,com.sec.android.app.shealth,1630493759611,5578a04d-b791-4a69-ac99-2730545ddcf4,3.9014664,,
9499,0,4,19,1630261500375,14.6953125,UTC+0300,,19,1630261560000,1.5470182,yFuc3cHWzI,1630261500000,com.sec.android.app.shealth,1630261558334,a2389aa9-49a6-4335-bda0-f6cbdd060ee6,0.66448975,,
57694,0,4,116,1630494900111,90.25275,UTC+0300,,116,1630493820000,1.5643122,yFuc3cHWzI,1630493760000,com.sec.android.app.shealth,1630494900111,413500e9-0fd7-46d9-b645-552c1bfeedad,4.041603,,
3416,0,4,6,1630437705503,5.6857452,UTC+0300,,6,1630437720000,1.664213,yFuc3cHWzI,1630437660000,com.sec.android.app.shealth,1630437705503,63f6539e-0469-4995-845f-b8ac462ea7d7,0.3666544,,
57478,0,4,122,1630494900259,96.42175,UTC+0300,,122,1630494180000,1.6775393,yFuc3cHWzI,1630494120000,com.sec.android.app.shealth,1630494900259,8120ed1f-e53b-4c3d-976e-68c47e041bf3,4.2393227,,
28583,2,4,45,1630262224052,38.757812,UTC+0300,,47,1630262220000,1.3559563,yFuc3cHWzI,1630262160000,com.sec.android.app.shealth,1630262224052,89446806-3bd5-4d6c-971a-6d964c25c0df,1.9510498,,
57957,0,4,120,1630494900238,94.52673,UTC+0300,,120,1630494120000,1.6309673,yFuc3cHWzI,1630494060000,com.sec.android.app.shealth,1630494900238,27781069-20aa-4f9d-896e-1bc91e2c5b82,4.1708336,,
21982,0,4,47,1630517700067,35.82495,UTC+0300,,47,1630517580000,1.6297004,yFuc3cHWzI,1630517520000,com.sec.android.app.shealth,1630517700067,4ffd1899-b1d9-43c5-b812-ae1a7695d3ff,1.6544495,,
55670,0,4,112,1630494900329,87.58374,UTC+0300,,112,1630494540000,1.5732492,yFuc3cHWzI,1630494480000,com.sec.android.app.shealth,1630494900329,69724c27-3492-420b-a05b-fa9480d8a098,3.8989105,,
55954,0,4,115,1630493700185,89.42468,UTC+0300,,115,1630493640000,1.5981572,yFuc3cHWzI,1630493580000,com.sec.android.app.shealth,1630493700185,1db312c7-3302-42a7-9292-c0f6e0c891cc,4.0076447,,
57856,0,4,115,1630494900383,89.40552,UTC+0300,,115,1630494900000,1.545286,yFuc3cHWzI,1630494840000,com.sec.android.app.shealth,1630494900383,c4c88816-e7ee-466d-803c-4d191194d5f0,4.007866,,
59359,0,4,111,1630518900053,85.62695,UTC+0300,,111,1630517940000,1.4425156,yFuc3cHWzI,1630517880000,com.sec.android.app.shealth,1630518900053,8447fbaa-3194-4e57-afce-3b7e78095a51,3.8773193,,
60000,3,4,104,1630264500726,86.94531,UTC+0300,,107,1630264560000,1.4490886,yFuc3cHWzI,1630264500000,com.sec.android.app.shealth,1630264559616,8de1df45-de9a-48e3-a38e-d3c50a06681b,4.255127,,
57594,0,4,119,1630494900320,93.5647,UTC+0300,,119,1630494480000,1.6245373,yFuc3cHWzI,1630494420000,com.sec.android.app.shealth,1630494900320,d6818c7a-1492-4386-8be7-a78b39a0d153,4.137764,,
58627,0,4,118,1630495200118,92.1897,UTC+0300,,118,1630495260000,1.5724695,yFuc3cHWzI,1630495200000,com.sec.android.app.shealth,1630495259704,d8d20bda-d1d1-42f9-945a-41cef6f9a0d9,4.1076202,,
58074,0,4,118,1630495560287,92.447754,UTC+0300,,118,1630495620000,1.5918887,yFuc3cHWzI,1630495560000,com.sec.android.app.shealth,1630495619569,768f5995-1a1b-4284-8e4a-1234d13414fb,4.105484,,
4653,0,4,11,1630496315274,8.816406,UTC+0300,,11,1630496340000,1.8943985,yFuc3cHWzI,1630496280000,com.sec.android.app.shealth,1630496317205,075b8952-3af7-4265-8a2b-c522a5dca9d3,0.39544678,,
56610,0,4,116,1630494900375,90.44336,UTC+0300,,116,1630494840000,1.5976378,yFuc3cHWzI,1630494780000,com.sec.android.app.shealth,1630494900375,37b4a21d-2d8b-4211-add6-e02a43a5faef,4.039963,,
6887,0,4,6,1630516696092,4.505615,UTC+0300,,6,1630516740000,0.65412915,yFuc3cHWzI,1630516680000,com.sec.android.app.shealth,1630516696092,b0bc886e-4a15-4694-950f-eb37c4b3db06,0.21173096,,
60000,0,4,113,1630518900123,87.41943,UTC+0300,,113,1630518300000,1.4569906,yFuc3cHWzI,1630518240000,com.sec.android.app.shealth,1630518900123,662c5e72-73ac-4b80-9b56-53b0c94deac4,3.9427795,,
8008,0,4,15,1630278727933,14.828125,UTC+0300,,15,1630278780000,1.8514644,yFuc3cHWzI,1630278720000,com.sec.android.app.shealth,1630278729025,29976e21-43fb-48e0-a5bc-3093b17f04f6,0.8901367,,
60000,0,4,116,1630301654630,90.40234,UTC+0300,,116,1630300740000,1.5067058,yFuc3cHWzI,1630300680000,com.sec.android.app.shealth,1630301654630,d0ae598f-bcd2-42d8-8e70-c94c1ad4d985,4.040344,,
59511,0,4,114,1630494900186,88.727295,UTC+0300,,114,1630494000000,1.490939,yFuc3cHWzI,1630493940000,com.sec.android.app.shealth,1630494900186,834896c8-7a62-4305-9d89-f6923afaf96e,3.97221,,
58867,0,4,116,1630518900195,90.43506,UTC+0300,,116,1630518660000,1.5362369,yFuc3cHWzI,1630518600000,com.sec.android.app.shealth,1630518900195,affc164f-6b25-4a39-a129-a358ba1d060a,4.0398865,,
58682,0,4,109,1630518900040,83.444824,UTC+0300,,109,1630517880000,1.4219805,yFuc3cHWzI,1630517820000,com.sec.android.app.shealth,1630518900040,681ccdff-3fb5-40f5-bec8-5a36db9dbe3d,3.8155212,,
38950,0,4,117,1630301654833,91.203125,UTC+0300,,117,1630301100000,2.3414977,yFuc3cHWzI,1630301040000,com.sec.android.app.shealth,1630301654833,604cc045-cd7f-4e52-a3e0-3f184b8d3ef7,4.088867,,
58347,0,4,115,1630495140091,89.30493,UTC+0300,,115,1630495200000,1.5305749,yFuc3cHWzI,1630495140000,com.sec.android.app.shealth,1630495199525,da224285-2dd5-4621-9547-3b60e952702f,4.0085907,,
56385,0,4,116,1630494900299,90.510864,UTC+0300,,116,1630494360000,1.6052294,yFuc3cHWzI,1630494300000,com.sec.android.app.shealth,1630494900299,5aeaf5ff-315d-4eb2-b71d-b16bcb65b500,4.038994,,
58329,0,4,115,1630301654951,89.14453,UTC+0300,,115,1630301460000,1.528302,yFuc3cHWzI,1630301400000,com.sec.android.app.shealth,1630301654951,184c9b77-c9b1-4d75-84bd-1a3772b4d054,4.010742,,
57482,0,4,115,1630520100028,89.555176,UTC+0300,,115,1630519020000,1.5579666,yFuc3cHWzI,1630518960000,com.sec.android.app.shealth,1630520100028,2418e842-6f2d-4c44-905a-0021373960cf,4.0061646,,
57975,0,4,113,1630518900112,87.28613,UTC+0300,,113,1630518240000,1.5055614,yFuc3cHWzI,1630518180000,com.sec.android.app.shealth,1630518900112,2a0c0391-ee99-4769-891d-b5828237dc3a,3.94458,,
58208,0,4,119,1630495500468,93.38745,UTC+0300,,119,1630495560000,1.6043515,yFuc3cHWzI,1630495500000,com.sec.android.app.shealth,1630495559767,1fc25996-a3ae-4620-a2e3-61cd1311359a,4.138672,,
58680,0,4,113,1630302162658,87.41016,UTC+0300,,113,1630301820000,1.489603,yFuc3cHWzI,1630301760000,com.sec.android.app.shealth,1630302162658,3806b08d-b88d-4fcd-906a-2f36ff12203f,3.9433594,,
58301,9,4,101,1630494900358,88.226074,UTC+0300,,110,1630494720000,1.5132803,yFuc3cHWzI,1630494660000,com.sec.android.app.shealth,1630494900358,e9542d03-0c9e-44d7-be50-a4f08f3c3533,4.1855927,,
56327,0,4,110,1630520100108,84.521484,UTC+0300,,110,1630519380000,1.5005256,yFuc3cHWzI,1630519320000,com.sec.android.app.shealth,1630520100108,9f5dc424-4d62-4cfb-8952-62636af27c96,3.8458862,,
39983,0,4,65,1630495944220,48.9458,UTC+0300,,65,1630495920000,1.224144,yFuc3cHWzI,1630495860000,com.sec.android.app.shealth,1630495944220,cc503d2c-f7b2-4bee-8c99-73dbe081b3d8,2.2952118,,
57987,0,4,116,1630518900183,90.645996,UTC+0300,,116,1630518600000,1.5631882,yFuc3cHWzI,1630518540000,com.sec.android.app.shealth,1630518900183,b0113abe-b40e-453d-bf9b-232905535703,4.0387573,,
20693,0,4,44,1630302162822,33.38867,UTC+0300,,44,1630302180000,1.6134807,yFuc3cHWzI,1630302120000,com.sec.android.app.shealth,1630302162822,3c6d65b3-8530-414d-a0cb-7acb744a1b7c,1.5471191,,
60000,14,4,106,1630495074094,98.49536,UTC+0300,,120,1630495080000,1.6415894,yFuc3cHWzI,1630495020000,com.sec.android.app.shealth,1630495079585,38fac7de-19a7-49f7-b189-32c4b6aa9db4,4.7600174,,
6100,0,4,15,1630516660899,12.53833,UTC+0300,,15,1630516680000,2.055215,yFuc3cHWzI,1630516620000,com.sec.android.app.shealth,1630516673335,c46b7a80-7008-461f-b63c-9ad98f5ad756,0.52046204,,
54321,0,4,113,1630520100182,87.34375,UTC+0300,,113,1630519740000,1.6078944,yFuc3cHWzI,1630519680000,com.sec.android.app.shealth,1630520100182,9c1069be-3e4e-4440-99c1-b8fd686058ba,3.9443054,,
58344,0,4,110,1630518900027,84.3291,UTC+0300,,110,1630517820000,1.4453762,yFuc3cHWzI,1630517760000,com.sec.android.app.shealth,1630518900027,57da9741-615e-4699-85d0-c5604d85c517,3.848755,,
57215,0,4,115,1630495380515,89.85132,UTC+0300,,115,1630495440000,1.5704113,yFuc3cHWzI,1630495380000,com.sec.android.app.shealth,1630495439505,01812535-28c4-4472-ba5a-2c1fd64b007a,4.0049286,,
60000,0,4,115,1630518900391,89.549805,UTC+0300,,115,1630518960000,1.4924967,yFuc3cHWzI,1630518900000,com.sec.android.app.shealth,1630518959875,f07f708f-95a8-43b7-8acd-de1fc3972a02,4.006134,,
59971,0,4,112,1630518900097,86.60498,UTC+0300,,112,1630518180000,1.4440926,yFuc3cHWzI,1630518120000,com.sec.android.app.shealth,1630518900097,02caff5b-b0b3-4c22-a222-38f93acf0f25,3.9091187,,
30694,0,4,71,1630520100243,55.175293,UTC+0300,,71,1630520100000,1.797589,yFuc3cHWzI,1630520040000,com.sec.android.app.shealth,1630520100243,0db31818-ee89-4dcb-b679-7342e7c5cd96,2.4767761,,
48279,153,4,10,1630304100098,203.4336,UTC+0300,,163,1630303620000,4.2136745,yFuc3cHWzI,1630303560000,com.sec.android.app.shealth,1630304100098,c8bf8a84-4b2d-42ac-8e9b-c4a3560a4b3f,13.96936,,
59330,0,4,115,1630518900173,89.56055,UTC+0300,,115,1630518540000,1.5095199,yFuc3cHWzI,1630518480000,com.sec.android.app.shealth,1630518900173,31794d1b-f294-4cd6-ad8f-6090f19a69a3,4.0063934,,
25260,0,4,50,1630495751046,39.15747,UTC+0300,,50,1630495800000,1.5501477,yFuc3cHWzI,1630495740000,com.sec.android.app.shealth,1630495785573,8b70447e-f9b4-4316-b34f-850ec7e471a2,1.7705078,,
59311,0,4,111,1630520100095,85.52246,UTC+0300,,111,1630519320000,1.4419184,yFuc3cHWzI,1630519260000,com.sec.android.app.shealth,1630520100095,c2240813-4368-4234-bd61-1bc082b5ecb7,3.877594,,
56957,0,4,120,1630518900255,94.365234,UTC+0300,,120,1630518900000,1.6567596,yFuc3cHWzI,1630518840000,com.sec.android.app.shealth,1630518900255,c8d52adb-9e0c-4274-ba83-4647e233c6df,4.17218,,
7470,0,4,14,1630526916396,10.8203125,UTC+0300,,14,1630526940000,1.4483818,yFuc3cHWzI,1630526880000,com.sec.android.app.shealth,1630526920502,aba395fd-d058-473a-a2da-4cc0c2d334da,0.48950195,,
43933,28,4,100,1630304100259,113.15625,UTC+0300,,128,1630303980000,2.575646,yFuc3cHWzI,1630303920000,com.sec.android.app.shealth,1630304100259,7b3daea2-794c-432c-9da1-2e8fb135059f,5.6796875,,
59212,0,4,112,1630520100170,86.515625,UTC+0300,,112,1630519680000,1.4611075,yFuc3cHWzI,1630519620000,com.sec.android.app.shealth,1630520100170,9c7e2b42-4cc4-485e-9221-bce0aba17364,3.9100037,,
5124,1,4,12,1630497530240,14.273926,UTC+0300,,13,1630497540000,2.7853549,yFuc3cHWzI,1630497480000,com.sec.android.app.shealth,1630497530240,f3614bba-9bff-4e45-b653-e44f5c0852be,0.8731537,,
57065,0,4,112,1630520100080,86.28711,UTC+0300,,112,1630519260000,1.5120633,yFuc3cHWzI,1630519200000,com.sec.android.app.shealth,1630520100080,9f6e99f1-ce0f-470f-8fe8-a4b3c6cf7efe,3.9126892,,
5853,2,4,19,1630620883573,36.24414,UTC+0300,,21,1630620900000,6.1922445,yFuc3cHWzI,1630620840000,com.sec.android.app.shealth,1630620883573,15af99bb-3139-4836-a554-f4671090cabe,2.4638672,,
60000,26,4,97,1630304996052,107.859375,UTC+0300,,123,1630304340000,1.7976563,yFuc3cHWzI,1630304280000,com.sec.android.app.shealth,1630304996052,d9e44bc9-f8b7-46a0-bf1a-b4113eb3ce50,5.4154053,,
58293,0,4,114,1630517700126,88.24609,UTC+0300,,114,1630517700000,1.5138155,yFuc3cHWzI,1630517640000,com.sec.android.app.shealth,1630517700126,059b8742-1871-4ce6-9f42-7c96e63e99a3,3.9775085,,
58324,0,4,112,1630520100153,86.54346,UTC+0300,,112,1630519620000,1.4838376,yFuc3cHWzI,1630519560000,com.sec.android.app.shealth,1630520100153,3568cdca-ce3e-4fb6-a98d-574e0cb43fd8,3.9094238,,
58630,0,4,118,1630304996160,92.291016,UTC+0300,,118,1630304700000,1.5741171,yFuc3cHWzI,1630304640000,com.sec.android.app.shealth,1630304996160,24efc51c-fdbd-4eee-be62-02fdf92b05de,4.105591,,
27718,0,4,56,1630337981554,45.375,UTC+0300,,56,1630337940000,1.6369898,yFuc3cHWzI,1630337880000,com.sec.android.app.shealth,1630337981554,fdefca72-c7b5-4e5c-9d04-4145b3a66fef,2.1888428,,
58585,0,4,116,1630338900169,90.45117,UTC+0300,,116,1630338300000,1.5439076,yFuc3cHWzI,1630338240000,com.sec.android.app.shealth,1630338900169,8a8aead4-b941-4b69-970a-e15a9c2593dd,4.038086,,
12334,0,4,23,1630338900262,17.58789,UTC+0300,,23,1630338840000,1.4259645,yFuc3cHWzI,1630338780000,com.sec.android.app.shealth,1630338900262,88aaea27-b854-484d-a1c3-685342823cba,0.80566406,,
58875,0,4,118,1630339735963,92.25781,UTC+0300,,118,1630339440000,1.5669897,yFuc3cHWzI,1630339380000,com.sec.android.app.shealth,1630339735963,b427a49d-b467-4e09-b7d6-3bdf69ae2835,4.1052246,,
54824,0,4,111,1630518900077,85.79346,UTC+0300,,111,1630518060000,1.5648816,yFuc3cHWzI,1630518000000,com.sec.android.app.shealth,1630518900077,6630c443-58fe-4eb9-a49a-6bd69d395bd8,3.8750305,,
55755,0,4,115,1630520100223,89.375,UTC+0300,,115,1630519980000,1.6029936,yFuc3cHWzI,1630519920000,com.sec.android.app.shealth,1630520100223,ff8bfb09-71f8-4390-b528-d55da79ed519,4.0078735,,
2408,0,4,7,1630685089379,5.7685547,UTC+0300,,7,1630685100000,2.395534,yFuc3cHWzI,1630685040000,com.sec.android.app.shealth,1630685089876,e08d8b8f-0062-4c74-8f44-bb1ae37f8097,0.23312378,,
8877,0,4,20,1630354351581,16.513672,UTC+0300,,20,1630354380000,1.8601693,yFuc3cHWzI,1630354320000,com.sec.android.app.shealth,1630354371905,5da31996-9dce-44b6-b4bd-5998979c431a,0.69506836,,
58034,0,4,117,1630520100233,91.368164,UTC+0300,,117,1630520040000,1.5743781,yFuc3cHWzI,1630519980000,com.sec.android.app.shealth,1630520100233,7c2bc93a-d69b-4c5b-b537-0d186abbfb08,4.073242,,
4223,0,4,6,1630521229846,4.9472656,UTC+0300,,6,1630521180000,1.1712391,yFuc3cHWzI,1630521120000,com.sec.android.app.shealth,1630521229846,f3228505-c292-4f6c-ac45-78b632e1cd7d,0.20083618,,
55218,0,4,113,1630518900147,87.44385,UTC+0300,,113,1630518420000,1.5835977,yFuc3cHWzI,1630518360000,com.sec.android.app.shealth,1630518900147,7f97d42f-451b-4891-b850-814a15f8469f,3.9429626,,
8818,3,4,13,1630691502784,15.84668,UTC+0300,,16,1630691460000,1.7970414,yFuc3cHWzI,1630691400000,com.sec.android.app.shealth,1630691502784,a928833e-8646-434f-ba30-898df68299a5,0.9838257,,
5818,0,4,14,1630526754727,11.283203,UTC+0300,,14,1630526760000,1.9390433,yFuc3cHWzI,1630526700000,com.sec.android.app.shealth,1630526754727,f5898f70-da0b-497a-bc61-1f70cebd625e,0.48342896,,
58748,0,4,117,1630518900228,91.19824,UTC+0300,,117,1630518780000,1.5523405,yFuc3cHWzI,1630518720000,com.sec.android.app.shealth,1630518900228,e4622328-f5a5-475d-9407-a8a34ee9bca0,4.0747986,,
6521,6,4,14,1630411405895,19.551292,UTC+0300,,20,1630411440000,2.9979186,yFuc3cHWzI,1630411380000,com.sec.android.app.shealth,1630411425540,46a8b0fe-6546-43f6-a984-eb9367177e05,1.0342562,,
58043,0,4,112,1630520100057,86.59961,UTC+0300,,112,1630519140000,1.491989,yFuc3cHWzI,1630519080000,com.sec.android.app.shealth,1630520100057,d179c642-9d24-4609-84dd-3d065c832397,3.9082947,,
26784,0,4,64,1630692035770,53.27246,UTC+0300,,64,1630692060000,1.988926,yFuc3cHWzI,1630692000000,com.sec.android.app.shealth,1630692112115,8c5547fa-3aec-4bca-8c16-a6c92269ad48,2.3307495,,
14536,0,4,12,1630596405795,8.943848,UTC+0300,,12,1630596420000,0.61524755,yFuc3cHWzI,1630596360000,com.sec.android.app.shealth,1630596405795,1c84c941-54d7-4875-ae45-4fe3304e047c,0.4256897,,
43913,4,4,80,1630520100131,67.52295,UTC+0300,,84,1630519500000,1.5376465,yFuc3cHWzI,1630519440000,com.sec.android.app.shealth,1630520100131,07ceea1e-7a25-4ddc-afe6-c1716c5c0843,3.2600098,,
5668,2,4,8,1630425301721,9.886322,UTC+0300,,10,1630425360000,1.7441934,yFuc3cHWzI,1630425300000,com.sec.android.app.shealth,1630425303067,8b6853ca-55e9-4246-a2ec-72549c32be67,0.49385738,,
14213,0,4,29,1630605151303,22.908691,UTC+0300,,29,1630605180000,1.6117196,yFuc3cHWzI,1630605120000,com.sec.android.app.shealth,1630605159466,8000c405-55b1-48d0-8e9e-e71ec67395de,1.0102539,,
1486,0,4,6,1630673676590,6.4833984,UTC+0300,,6,1630673700000,4.3609324,yFuc3cHWzI,1630673640000,com.sec.android.app.shealth,1630673676590,4e60e7ec-02c1-46e4-b130-f444728b32da,0.33947754,,
57186,0,4,111,1630520100205,85.56445,UTC+0300,,111,1630519860000,1.4962263,yFuc3cHWzI,1630519800000,com.sec.android.app.shealth,1630520100205,6d760807-2a7e-486d-97ac-7af970400dd6,3.8771973,,
12843,0,4,31,1630693751156,25.097656,UTC+0300,,31,1630693500000,1.9541253,yFuc3cHWzI,1630693440000,com.sec.android.app.shealth,1630693751156,64b05f67-56e7-4aba-81b9-ede6ba55878b,1.0754395,,
14694,0,4,32,1630520267617,24.770508,UTC+0300,,32,1630520220000,1.685705,yFuc3cHWzI,1630520160000,com.sec.android.app.shealth,1630520267617,6b5a9705-666e-4fd8-869f-f57412ba5ca6,1.1170349,,
2335,0,4,6,1630534702318,5.876465,UTC+0300,,6,1630534740000,2.5156124,yFuc3cHWzI,1630534680000,com.sec.android.app.shealth,1630534702318,93a52676-c60d-4ae6-9e0a-a44c7020fbbe,0.26834106,,
60000,49,4,90,1630691404093,140.96875,UTC+0300,,139,1630691340000,2.3494792,yFuc3cHWzI,1630691280000,com.sec.android.app.shealth,1630691404093,08c0ac05-d28b-4c6e-8824-843193ce83a6,7.870819,,
4339,0,4,10,1630676923748,8.445801,UTC+0300,,10,1630676940000,1.9462444,yFuc3cHWzI,1630676880000,com.sec.android.app.shealth,1630676925103,ee13d9a0-4789-480f-aebb-4abbd5406041,0.34869385,,
57976,0,4,116,1630493700170,90.578125,UTC+0300,,116,1630493580000,1.5623178,yFuc3cHWzI,1630493520000,com.sec.android.app.shealth,1630493700170,83497920-3e37-478a-b289-26220c34cff0,4.039133,,
11170,1,4,25,1630694008035,21.029297,UTC+0300,,26,1630693980000,1.8826185,yFuc3cHWzI,1630693920000,com.sec.android.app.shealth,1630694008035,3cc9f5cf-93df-4b75-9e52-88cbe7411e79,0.9019165,,
3874,3,4,9,1630622645736,11.941895,UTC+0300,,12,1630622700000,3.0818815,yFuc3cHWzI,1630622640000,com.sec.android.app.shealth,1630622648426,78dedcb6-2c82-46a6-9c51-d682078ad4a3,0.61798096,,
14979,2,4,23,1630691222917,21.565918,UTC+0300,,25,1630691220000,1.439717,yFuc3cHWzI,1630691160000,com.sec.android.app.shealth,1630691222917,1b4c9a9b-c933-42ed-b573-438fd07fcf29,1.2463684,,
17885,0,4,43,1630692035735,34.49707,UTC+0300,,43,1630691940000,1.9288032,yFuc3cHWzI,1630691880000,com.sec.android.app.shealth,1630692035735,73c5977b-aed5-45c5-8f93-9858803db7f1,1.5058594,,
13655,0,4,29,1630696667647,22.604492,UTC+0300,,29,1630696680000,1.6553926,yFuc3cHWzI,1630696620000,com.sec.android.app.shealth,1630696679702,52d215bb-b624-4dbc-a01e-802a9657ff05,1.0133362,,
60000,0,4,118,1630494900159,92.55023,UTC+0300,,118,1630493940000,1.5425038,yFuc3cHWzI,1630493880000,com.sec.android.app.shealth,1630494900159,d41ad0ad-7758-4985-956b-9edfd3bb2796,4.1044273,,
3807,0,4,7,1630691700030,5.4208984,UTC+0300,,7,1630691640000,1.4237572,yFuc3cHWzI,1630691580000,com.sec.android.app.shealth,1630691700030,1e3c072d-f79c-413b-b608-52798a3a7465,0.2482605,,
2672,0,4,7,1630691404112,5.916992,UTC+0300,,7,1630691400000,2.2140703,yFuc3cHWzI,1630691340000,com.sec.android.app.shealth,1630691404112,4e24713d-8c72-4c94-986c-d9d1a331512b,0.2501526,,
8473,0,4,25,1630692202217,20.841797,UTC+0300,,25,1630692240000,2.459608,yFuc3cHWzI,1630692180000,com.sec.android.app.shealth,1630692387685,c7c99278-1a36-415f-9f96-d7165681d7f8,0.929657,,
18713,6,4,33,1630692387726,33.734375,UTC+0300,,39,1630692420000,1.8027045,yFuc3cHWzI,1630692360000,com.sec.android.app.shealth,1630692389203,096df888-23b4-4c59-870f-279eabc0c872,1.6742859,,
7179,0,4,7,1630767403987,4.9101562,UTC+0300,,7,1630767420000,0.683926,yFuc3cHWzI,1630767360000,com.sec.android.app.shealth,1630767403987,6b2b466b-5bab-47d2-ac2a-60decfa8afde,0.2616577,,
60000,11,4,110,1630494900285,98.614136,UTC+0300,,121,1630494300000,1.6435689,yFuc3cHWzI,1630494240000,com.sec.android.app.shealth,1630494900285,8011ecf0-7006-4013-9a25-4956ad029e86,4.660774,,
60000,0,4,122,1630693751213,96.706055,UTC+0300,,122,1630693620000,1.6117675,yFuc3cHWzI,1630693560000,com.sec.android.app.shealth,1630693751213,ee475593-a4c8-42a4-aeaf-ae0efbe3f1ae,4.2378845,,
60000,31,4,84,1630693751231,100.71094,UTC+0300,,115,1630693740000,1.6785157,yFuc3cHWzI,1630693680000,com.sec.android.app.shealth,1630693751231,bea64747-f02d-470a-b58b-879a57351ab1,5.348114,,
2567,0,4,6,1630768053403,4.904297,UTC+0300,,6,1630768080000,1.909909,yFuc3cHWzI,1630768020000,com.sec.android.app.shealth,1630768053403,e84311fd-4f9f-4c78-bda2-03de4ac91166,0.20809937,,
39951,0,4,119,1630494900350,93.448975,UTC+0300,,119,1630494660000,2.339045,yFuc3cHWzI,1630494600000,com.sec.android.app.shealth,1630494900350,28dce972-4106-4067-a658-c2d9a22e2480,4.150505,,
6248,0,4,13,1630768679321,9.84082,UTC+0300,,13,1630768680000,1.5750046,yFuc3cHWzI,1630768620000,com.sec.android.app.shealth,1630768679825,ab20d576-bb2c-4e98-8898-8fa334c62b7b,0.45785522,,
