com.samsung.shealth.tracker.pedometer_step_count,6100041,2
duration,run_step,version_code,walk_step,com.samsung.health.step_count.create_time,com.samsung.health.step_count.distance,com.samsung.health.step_count.time_offset,com.samsung.health.step_count.custom,com.samsung.health.step_count.count,com.samsung.health.step_count.end_time,com.samsung.health.step_count.speed,com.samsung.health.step_count.deviceuuid,com.samsung.health.step_count.start_time,com.samsung.health.step_count.pkg_name,com.samsung.health.step_count.update_time,com.samsung.health.step_count.datauuid,com.samsung.health.step_count.calorie,com.samsung.health.step_count.sample_position_type
2804,0,4,7,1631093924202,5.578125,UTC+0300,,7,1631093940000,1.9891546,yFuc3cHWzI,1631093880000,com.sec.android.app.shealth,1631093924863,cd321f07-52c9-4716-96c4-94e82a26387e,0.24310303,,
55197,0,4,106,1631100720206,83.33008,UTC+0300,,106,1631100480000,1.5096804,yFuc3cHWzI,1631100420000,com.sec.android.app.shealth,1631100720206,5ddcdba9-7889-42a3-9dc5-f34a141692a9,3.6870728,,
22092,0,4,55,1631100863054,44.70117,UTC+0300,,55,1631100840000,2.0234036,yFuc3cHWzI,1631100780000,com.sec.android.app.shealth,1631100863054,d9f8f2e4-6b57-49ec-8832-70d7b9dfd5d6,1.8959961,,
4487,0,4,6,1631126039587,4.9472656,UTC+0300,,6,1631126040000,1.1023427,yFuc3cHWzI,1631125980000,com.sec.android.app.shealth,1631126039587,dc745235-ed1b-4a38-8291-a54ac7f68fbd,0.2033081,,
10870,0,4,23,1631099298746,18.425781,UTC+0300,,23,1631099280000,1.6950828,yFuc3cHWzI,1631099220000,com.sec.android.app.shealth,1631099298746,b07b6465-ea76-44f6-917f-eca1179d7997,0.79577637,,
40336,11,4,96,1631100720804,92.84375,UTC+0300,,107,1631100780000,2.3017423,yFuc3cHWzI,1631100720000,com.sec.android.app.shealth,1631100863033,0313ee87-c8c8-4121-aea4-6f022ac2bb7c,4.1882935,,
60000,78,4,59,1631100720291,135.86328,UTC+0300,,137,1631100660000,2.264388,yFuc3cHWzI,1631100600000,com.sec.android.app.shealth,1631100720291,1e284c37-0585-49f8-9652-49b45bf24719,8.175903,,
6248,0,4,16,1631101613650,13.234375,UTC+0300,,16,1631101620000,2.1181428,yFuc3cHWzI,1631101560000,com.sec.android.app.shealth,1631101613704,43b0a4ca-397e-4f66-97e6-854efd1b45dc,0.5755615,,
56915,0,4,128,1631101920034,103.40625,UTC+0300,,128,1631101980000,1.8168447,yFuc3cHWzI,1631101920000,com.sec.android.app.shealth,1631101979983,0a9515a7-392d-4a1b-ba12-e2d865d7543a,4.4381104,,
15436,0,4,40,1631101636156,32.634766,UTC+0300,,40,1631101680000,2.114155,yFuc3cHWzI,1631101620000,com.sec.android.app.shealth,1631101679903,c97fcc75-b49e-4041-8b64-810403e35dfc,1.3580933,,
37117,0,4,66,1631126443218,50.91797,UTC+0300,,66,1631126400000,1.3718007,yFuc3cHWzI,1631126340000,com.sec.android.app.shealth,1631126443218,3f99abb4-a264-46ce-9a65-ccb6baf60c24,2.3065186,,
44519,0,4,39,1631106940343,29.480469,UTC+0300,,39,1631106960000,0.66218895,yFuc3cHWzI,1631106900000,com.sec.android.app.shealth,1631106959734,0e42d7a6-896f-4a02-846b-33e2b36f7d92,1.3803711,,
4000,0,4,9,1631101478125,7.4140625,UTC+0300,,9,1631101500000,1.8530668,yFuc3cHWzI,1631101440000,com.sec.android.app.shealth,1631101478125,19abef55-e118-4e6c-a8a7-c03874942212,0.30926514,,
59055,0,4,116,1631124255610,90.92969,UTC+0300,,116,1631124000000,1.5397329,yFuc3cHWzI,1631123940000,com.sec.android.app.shealth,1631124255610,aac9634e-c8ef-4542-b11c-c14c0a7c9598,4.0371704,,
2849,2,4,6,1631120038776,9.533203,UTC+0300,,8,1631120040000,3.3452563,yFuc3cHWzI,1631119980000,com.sec.android.app.shealth,1631120039672,401bd7d5-d3a9-41cc-ac13-97bb4313b7c3,0.67004395,,
6246,0,4,13,1631174100061,9.912109,UTC+0300,,13,1631173920000,1.5867703,yFuc3cHWzI,1631173860000,com.sec.android.app.shealth,1631174100061,c7744054-6106-4ec5-a6f6-13d11a81e28d,0.45666504,,
30975,10,4,64,1631101980439,64.48633,UTC+0300,,74,1631102040000,2.0818508,yFuc3cHWzI,1631101980000,com.sec.android.app.shealth,1631102100011,4d998435-88f6-4c32-82fb-dc74b7afe028,3.0479126,,
6485,0,4,21,1631120677649,18.177734,UTC+0300,,21,1631120700000,2.802809,yFuc3cHWzI,1631120640000,com.sec.android.app.shealth,1631120677649,08e16063-112f-4182-90a6-95fdcefea873,0.8604126,,
34479,23,4,58,1631101800074,72.5957,UTC+0300,,81,1631101860000,2.1054487,yFuc3cHWzI,1631101800000,com.sec.android.app.shealth,1631101859706,b38276e7-aa34-4257-99c4-986b87e6dfdf,3.9244995,,
24105,0,4,49,1631124255657,38.101562,UTC+0300,,49,1631124240000,1.5806274,yFuc3cHWzI,1631124180000,com.sec.android.app.shealth,1631124255657,4e0b07d4-28b2-41cb-b4ad-81c56b2655a8,1.7088623,,
22963,0,4,46,1631124255667,35.839844,UTC+0300,,46,1631124300000,1.5607258,yFuc3cHWzI,1631124240000,com.sec.android.app.shealth,1631124405051,7d785b9b-797d-4e95-9578-bf88126643fd,1.6029053,,
12279,0,4,28,1631106999144,21.5,UTC+0300,,28,1631107020000,1.7509148,yFuc3cHWzI,1631106960000,com.sec.android.app.shealth,1631106999144,8ef0ce73-2fba-4b6a-b447-da5b69e607b0,0.9824829,,
58108,0,4,117,1631174599585,91.41406,UTC+0300,,117,1631174220000,1.5731589,yFuc3cHWzI,1631174160000,com.sec.android.app.shealth,1631174599585,c4fb2b8e-2709-4efd-b44d-2215094bd49f,4.072754,,
50739,0,4,106,1631124820152,83.3418,UTC+0300,,106,1631124600000,1.642528,yFuc3cHWzI,1631124540000,com.sec.android.app.shealth,1631124820152,25b1ec3d-eef3-43df-baca-078c8d03cf0c,3.6859741,,
10082,0,4,20,1631125916849,18.033203,UTC+0300,,20,1631125860000,1.7884842,yFuc3cHWzI,1631125800000,com.sec.android.app.shealth,1631125916849,28d2c6ac-6923-4b3a-bbbe-5c1d87dcb57a,0.92889404,,
54972,0,4,111,1631124820011,86.56836,UTC+0300,,111,1631124540000,1.5747552,yFuc3cHWzI,1631124480000,com.sec.android.app.shealth,1631124820011,5fdbeb63-d760-47d1-bf76-9604b0e353fc,3.8666382,,
4555,2,4,10,1631120205430,12.964844,UTC+0300,,12,1631120220000,2.8461454,yFuc3cHWzI,1631120160000,com.sec.android.app.shealth,1631120208135,bb72f6fa-4c69-42c7-a8fd-505f30b83b4f,0.81591797,,
59611,0,4,117,1631126443164,91.41211,UTC+0300,,117,1631126280000,1.5334682,yFuc3cHWzI,1631126220000,com.sec.android.app.shealth,1631126443164,5d22208a-3f7d-449f-a9b0-f16e6bda5470,4.07312,,
58701,0,4,115,1631174599666,89.3418,UTC+0300,,115,1631174520000,1.52196,yFuc3cHWzI,1631174460000,com.sec.android.app.shealth,1631174599666,88fed732-6879-4675-a775-51b4441a0c9b,4.0092773,,
8007,0,4,12,1631106900027,9.470703,UTC+0300,,12,1631106780000,1.1827534,yFuc3cHWzI,1631106720000,com.sec.android.app.shealth,1631106900027,965205e2-f152-43ba-8a79-776a176544d6,0.4173584,,
7690,0,4,12,1631171713754,11.095703,UTC+0300,,12,1631171760000,1.4428002,yFuc3cHWzI,1631171700000,com.sec.android.app.shealth,1631171713754,b044d8b5-d568-475b-8a7d-e39b41001cb3,0.4932251,,
11645,0,4,24,1631122500079,22.667969,UTC+0300,,24,1631122320000,1.946437,yFuc3cHWzI,1631122260000,com.sec.android.app.shealth,1631122500079,60fe6607-d53b-481a-868b-9829412ac578,1.2151489,,
11521,0,4,27,1631125916834,21.326172,UTC+0300,,27,1631125800000,1.8510379,yFuc3cHWzI,1631125740000,com.sec.android.app.shealth,1631125916834,df109704-0bd8-4d1b-b517-047961ba8433,0.93182373,,
57778,0,4,110,1631174100114,84.40625,UTC+0300,,110,1631174100000,1.4608542,yFuc3cHWzI,1631174040000,com.sec.android.app.shealth,1631174100114,9e0a5df4-7bc1-4870-bee0-b58bf15548a7,3.8478394,,
57595,0,4,113,1631175245422,87.76953,UTC+0300,,113,1631174820000,1.5238913,yFuc3cHWzI,1631174760000,com.sec.android.app.shealth,1631175245422,39918eac-849c-4ba4-a060-6bd482f88b1c,3.9389648,,
58713,0,4,114,1631174599635,88.359375,UTC+0300,,114,1631174400000,1.5049318,yFuc3cHWzI,1631174340000,com.sec.android.app.shealth,1631174599635,f2d0abbf-7e4e-429a-8b2e-a95b2dffa583,3.97583,,
10632,0,4,22,1631126443157,16.664062,UTC+0300,,22,1631126220000,1.5672572,yFuc3cHWzI,1631126160000,com.sec.android.app.shealth,1631126443157,5266f610-0f38-485e-bc62-beff487d32d1,0.77557373,,
58213,0,4,114,1631175245558,88.48047,UTC+0300,,114,1631175120000,1.519929,yFuc3cHWzI,1631175060000,com.sec.android.app.shealth,1631175245558,9d87500f-1a4f-4602-9e29-b79046c9308b,3.974121,,
22479,5,4,48,1631119879425,43.121094,UTC+0300,,53,1631119920000,1.9182172,yFuc3cHWzI,1631119860000,com.sec.android.app.shealth,1631119908254,d9b128da-394c-4372-b51b-72eb89fa2efd,2.123291,,
9601,0,4,12,1631130269360,9.892578,UTC+0300,,12,1631130180000,1.0303607,yFuc3cHWzI,1631130120000,com.sec.android.app.shealth,1631130269360,2a859f56-15ba-420e-b41a-09a2cc2e306a,0.39849854,,
60000,0,4,86,1631122500154,67.666016,UTC+0300,,86,1631122560000,1.127767,yFuc3cHWzI,1631122500000,com.sec.android.app.shealth,1631122559432,555f8dc0-79bd-4062-a78e-4d94014d44e0,3.0131836,,
55670,15,4,84,1631174100100,82.9043,UTC+0300,,99,1631174040000,1.489194,yFuc3cHWzI,1631173980000,com.sec.android.app.shealth,1631174100100,1a19d4a6-c992-467e-ba7a-12bee1b4fdaf,4.0526123,,
58280,0,4,117,1631175571857,91.37109,UTC+0300,,117,1631175420000,1.5677727,yFuc3cHWzI,1631175360000,com.sec.android.app.shealth,1631175571857,3f2e16f8-4e22-4f71-96dc-776db231c21e,4.071411,,
6476,0,4,9,1631122846177,6.4804688,UTC+0300,,9,1631122800000,1.0005499,yFuc3cHWzI,1631122740000,com.sec.android.app.shealth,1631122846177,a9fd488c-4093-4db2-a6de-d1b70ee6bc19,0.32733154,,
60000,36,4,93,1631175826911,115.67383,UTC+0300,,129,1631175720000,1.9278971,yFuc3cHWzI,1631175660000,com.sec.android.app.shealth,1631175826911,3da0ff7d-fd06-445c-b9eb-4ddf531bccd4,6.1726074,,
10802,0,4,27,1631120677090,23.02539,UTC+0300,,27,1631120580000,2.1314116,yFuc3cHWzI,1631120520000,com.sec.android.app.shealth,1631120677090,76436af7-7693-4130-96d8-d1954029d050,0.91174316,,
60000,0,4,115,1631174599621,89.453125,UTC+0300,,115,1631174340000,1.4908854,yFuc3cHWzI,1631174280000,com.sec.android.app.shealth,1631174599621,fee22e21-885c-447c-b7e3-7fd600cf6c61,4.007324,,
60000,0,4,116,1631175245316,90.68945,UTC+0300,,116,1631174700000,1.511491,yFuc3cHWzI,1631174640000,com.sec.android.app.shealth,1631175245316,a0d52381-9d64-403a-b11a-ef4b20c4f85a,4.0426025,,
5672,0,4,6,1631179629043,4.7597656,UTC+0300,,6,1631179500000,0.8390559,yFuc3cHWzI,1631179440000,com.sec.android.app.shealth,1631179629043,098d8246-0ae3-4276-85f9-1593ddf445e6,0.20861816,,
57441,0,4,109,1631122500120,83.70117,UTC+0300,,109,1631122440000,1.4571532,yFuc3cHWzI,1631122380000,com.sec.android.app.shealth,1631122500120,838cce46-f5d1-455b-bba8-6990df59d076,3.8118896,,
29241,0,4,62,1631174599690,48.20508,UTC+0300,,62,1631174640000,1.6485119,yFuc3cHWzI,1631174580000,com.sec.android.app.shealth,1631175245220,c612f708-efb4-430e-aa67-29a8663af985,2.1619263,,
58176,0,4,113,1631175245517,87.30469,UTC+0300,,113,1631175000000,1.5006963,yFuc3cHWzI,1631174940000,com.sec.android.app.shealth,1631175245517,3f3af43f-a6b2-4309-9ae6-63f5bb1b185f,3.944641,,
57935,0,4,118,1631175245638,92.53711,UTC+0300,,118,1631175300000,1.5972458,yFuc3cHWzI,1631175240000,com.sec.android.app.shealth,1631175299685,36a8e016-ed66-49f9-9154-01dcd0f42b71,4.1049805,,
56374,10,4,116,1631175571917,103.62305,UTC+0300,,126,1631175600000,1.8381159,yFuc3cHWzI,1631175540000,com.sec.android.app.shealth,1631175826865,d2ed8136-f198-446d-8832-f96b277e01b9,4.7852783,,
45493,0,4,96,1631175973290,74.421875,UTC+0300,,96,1631175900000,1.6358906,yFuc3cHWzI,1631175840000,com.sec.android.app.shealth,1631175973290,cbcf76e9-7e4b-4470-8a06-75fd04f36013,3.3498535,,
60000,0,4,120,1631175245486,94.53125,UTC+0300,,120,1631174940000,1.5755209,yFuc3cHWzI,1631174880000,com.sec.android.app.shealth,1631175245486,7b9809c4-ebb5-4a58-a2f8-f5144a56e3c4,4.171753,,
55733,0,4,105,1631183526739,81.1875,UTC+0300,,105,1631183580000,1.4567214,yFuc3cHWzI,1631183520000,com.sec.android.app.shealth,1631183700016,8c147b0b-c5eb-4c01-942e-7123de9f01eb,3.6706543,,
60000,0,4,111,1631122772114,86.015625,UTC+0300,,111,1631122680000,1.4335938,yFuc3cHWzI,1631122620000,com.sec.android.app.shealth,1631122772114,a0e05f0c-c7e8-4b14-b5e2-cc0c75266338,3.8737793,,
9029,0,4,19,1631179629083,14.453125,UTC+0300,,19,1631179680000,1.6005759,yFuc3cHWzI,1631179620000,com.sec.android.app.shealth,1631179629464,fb50eb98-d1aa-41d8-9876-c35e03f29ac9,0.66833496,,
7269,0,4,17,1631123671239,13.402344,UTC+0300,,17,1631123700000,1.8436031,yFuc3cHWzI,1631123640000,com.sec.android.app.shealth,1631123674844,32d2bfa0-1b7f-4bb3-a65e-9194dd14e404,0.5928955,,
60000,0,4,113,1631183700372,87.25586,UTC+0300,,113,1631183760000,1.4542643,yFuc3cHWzI,1631183700000,com.sec.android.app.shealth,1631183759993,6318c85c-01d7-4ec6-b9ce-1cc3278fa97f,3.9458008,,
4677,0,4,10,1631123006969,8.003906,UTC+0300,,10,1631123040000,1.7111579,yFuc3cHWzI,1631122980000,com.sec.android.app.shealth,1631123006969,60a4d1db-121e-4a77-a769-84d7bd9aefc5,0.34698486,,
44947,0,4,94,1631184018699,72.833984,UTC+0300,,94,1631183880000,1.6204066,yFuc3cHWzI,1631183820000,com.sec.android.app.shealth,1631184018699,911dc157-a31b-4785-89b7-382b834d2541,3.2822266,,
19390,0,4,45,1631184164858,35.83789,UTC+0300,,45,1631184180000,1.848214,yFuc3cHWzI,1631184120000,com.sec.android.app.shealth,1631184164858,a4d3fe7b-9a6f-49b6-bee3-ba4ef4582a3e,1.5644531,,
60000,74,4,68,1631175245608,143.16406,UTC+0300,,142,1631175240000,2.3860676,yFuc3cHWzI,1631175180000,com.sec.android.app.shealth,1631175245608,03e16a40-f544-454f-a98e-bcda5a85e8b8,8.589233,,
52529,0,4,103,1631124255622,81.77734,UTC+0300,,103,1631124060000,1.556796,yFuc3cHWzI,1631124000000,com.sec.android.app.shealth,1631124255622,b77b36bd-d3e7-4e36-833e-ba929c8b8875,3.6004028,,
58321,0,4,115,1631188386314,89.97461,UTC+0300,,115,1631188260000,1.5427315,yFuc3cHWzI,1631188200000,com.sec.android.app.shealth,1631188386314,930bf259-d69e-4132-848c-82e73662c0d7,4.0009766,,
55648,0,4,111,1631124255598,85.34375,UTC+0300,,111,1631123940000,1.5336325,yFuc3cHWzI,1631123880000,com.sec.android.app.shealth,1631124255598,475ec8c1-00f9-4d39-9f37-7cee0979ccaf,3.8807983,,
24065,0,4,48,1631188386247,37.234375,UTC+0300,,48,1631188080000,1.5471783,yFuc3cHWzI,1631188020000,com.sec.android.app.shealth,1631188386247,b76e9726-89a2-4641-9f3a-c0b50279c228,1.673584,,
58412,0,4,121,1631175571904,95.24414,UTC+0300,,121,1631175540000,1.6305423,yFuc3cHWzI,1631175480000,com.sec.android.app.shealth,1631175571904,65080797-d674-4d70-b466-f32e1bb897dc,4.20874,,
3649,0,4,7,1631188509533,5.345703,UTC+0300,,7,1631188560000,1.4647973,yFuc3cHWzI,1631188500000,com.sec.android.app.shealth,1631188509872,51d7c05d-18cb-4a24-91df-c192144ee7fb,0.24536133,,
47558,0,4,90,1631124405083,70.28125,UTC+0300,,90,1631124360000,1.4777879,yFuc3cHWzI,1631124300000,com.sec.android.app.shealth,1631124405083,5366c156-1a09-4f78-ba49-8db0496de001,3.1416626,,
17821,1,4,70,1631188386354,55.398438,UTC+0300,,71,1631188380000,3.1085231,yFuc3cHWzI,1631188320000,com.sec.android.app.shealth,1631188386354,392b21bf-8ccd-4c1b-ace9-df505906f572,2.5875244,,
57010,0,4,123,1631175826945,97.75,UTC+0300,,123,1631175840000,1.7145941,yFuc3cHWzI,1631175780000,com.sec.android.app.shealth,1631175973272,deaba080-063a-4bdd-ac82-bbc16d6dac6b,4.2716064,,
13151,0,4,32,1631257627333,25.951172,UTC+0300,,32,1631257680000,1.9732295,yFuc3cHWzI,1631257620000,com.sec.android.app.shealth,1631257656503,227533f2-555a-4b8f-904b-8ceb41bd997c,1.1311035,,
50616,19,4,64,1631124820173,74.546875,UTC+0300,,83,1631124660000,1.4727689,yFuc3cHWzI,1631124600000,com.sec.android.app.shealth,1631124820173,014ede1a-4f31-4273-8a16-278056e85ce9,3.9458618,,
38947,0,4,70,1631124255645,52.74414,UTC+0300,,70,1631124180000,1.3542321,yFuc3cHWzI,1631124120000,com.sec.android.app.shealth,1631124255645,21b78635-f75a-440f-bab1-f2ce8541e358,2.4732056,,
25447,0,4,38,1631179629067,28.683594,UTC+0300,,38,1631179620000,1.1271883,yFuc3cHWzI,1631179560000,com.sec.android.app.shealth,1631179629067,38902ab7-6c32-4763-980e-d79b734fed6c,1.3465576,,
3867,0,4,8,1631193291756,6.2382812,UTC+0300,,8,1631193300000,1.6130058,yFuc3cHWzI,1631193240000,com.sec.android.app.shealth,1631193291756,0230628e-825e-466a-aaaa-8f0372a77754,0.2821045,,
27178,0,4,59,1631124819867,47.38672,UTC+0300,,59,1631124480000,1.7435224,yFuc3cHWzI,1631124420000,com.sec.android.app.shealth,1631124819867,fd42c7bd-d432-4e1e-bd44-da7e4d9f2873,2.0466309,,
57119,0,4,112,1631183700054,86.16406,UTC+0300,,112,1631183700000,1.5084945,yFuc3cHWzI,1631183640000,com.sec.android.app.shealth,1631183700054,fe3d8507-9fd2-4ec3-87da-6f586eb8f744,3.9146729,,
3263,0,4,6,1631273786679,10.001953,UTC+0300,,6,1631273820000,3.0645611,yFuc3cHWzI,1631273760000,com.sec.android.app.shealth,1631273786679,bc08d988-c0eb-4376-a03f-b1181f5c0af6,0.68115234,,
10305,0,4,20,1631258449108,16.267578,UTC+0300,,20,1631258460000,1.5785154,yFuc3cHWzI,1631258400000,com.sec.android.app.shealth,1631258459185,7024582b-568f-4f9f-9559-d7ac7c414253,0.7011719,,
6717,0,4,13,1631125916864,10.400391,UTC+0300,,13,1631125920000,1.5482526,yFuc3cHWzI,1631125860000,com.sec.android.app.shealth,1631125916864,d5b50a64-172d-4807-a6dd-56c2dd25a896,0.44781494,,
4113,0,4,6,1631184018726,4.3320312,UTC+0300,,6,1631184000000,1.0532274,yFuc3cHWzI,1631183940000,com.sec.android.app.shealth,1631184018726,409f1c86-7c0d-41eb-a223-166feeeef87d,0.21728516,,
53914,0,4,125,1631291700080,100.12305,UTC+0300,,125,1631291400000,1.8570651,yFuc3cHWzI,1631291340000,com.sec.android.app.shealth,1631291700080,2f0fc0ab-6957-4cdd-b2f5-cabbbe0741b0,4.333496,,
56066,0,4,117,1631188386296,91.2832,UTC+0300,,117,1631188200000,1.6281297,yFuc3cHWzI,1631188140000,com.sec.android.app.shealth,1631188386296,a88e0104-c5a5-4b18-9fc3-40533156629c,4.0721436,,
48764,0,4,107,1631126443192,83.79883,UTC+0300,,107,1631126340000,1.7184323,yFuc3cHWzI,1631126280000,com.sec.android.app.shealth,1631126443192,3e5b439e-0ee0-40a5-a93e-6a90215c965a,3.7301636,,
7125,0,4,16,1631125593329,12.441406,UTC+0300,,16,1631125560000,1.746099,yFuc3cHWzI,1631125500000,com.sec.android.app.shealth,1631125593329,46442dea-1ab4-4579-8025-7a9c0993e0cf,0.56036377,,
51927,104,4,30,1631291700161,139.65039,UTC+0300,,134,1631291700000,2.68931,yFuc3cHWzI,1631291640000,com.sec.android.app.shealth,1631291700161,a0900abf-722c-454f-b440-db2d750f4945,9.217651,,
6863,0,4,14,1631173082762,11.230469,UTC+0300,,14,1631173140000,1.6362245,yFuc3cHWzI,1631173080000,com.sec.android.app.shealth,1631173083483,394d18f6-1cf2-4b4b-8873-01741b6cb363,0.48590088,,
20900,0,4,17,1631126135590,12.552734,UTC+0300,,17,1631126160000,0.6005913,yFuc3cHWzI,1631126100000,com.sec.android.app.shealth,1631126142812,ed3694c6-7c2e-4fe4-97ef-fe740fc15ca3,0.60601807,,
9957,7,4,14,1631274161137,19.521484,UTC+0300,,21,1631274180000,1.9604722,yFuc3cHWzI,1631274120000,com.sec.android.app.shealth,1631274161137,3bf8f3de-79a6-4552-9f0f-54167999d863,1.1652832,,
57498,0,4,101,1631292114428,77.47461,UTC+0300,,101,1631292000000,1.3474272,yFuc3cHWzI,1631291940000,com.sec.android.app.shealth,1631292114428,582d70f1-6c06-45f3-b528-ba4e6a2e6412,3.534546,,
33231,0,4,71,1631126443228,57.078125,UTC+0300,,71,1631126460000,1.7175841,yFuc3cHWzI,1631126400000,com.sec.android.app.shealth,1631126443228,72a3b702-6def-4718-8ddc-ca3978210414,2.493164,,
2163,0,4,6,1631188460882,4.455078,UTC+0300,,6,1631188500000,2.0588074,yFuc3cHWzI,1631188440000,com.sec.android.app.shealth,1631188460882,e3b407b0-e919-4854-b7fe-9f873a479c19,0.21826172,,
21309,12,4,46,1631291700124,51.03711,UTC+0300,,58,1631291520000,2.3950257,yFuc3cHWzI,1631291460000,com.sec.android.app.shealth,1631291700124,e3a21254-1d6f-4d43-a30e-58b55c9eaae3,2.5541992,,
60000,0,4,112,1631174100127,86.11719,UTC+0300,,112,1631174160000,1.4352864,yFuc3cHWzI,1631174100000,com.sec.android.app.shealth,1631174159913,d93b6ba5-90b1-4328-b3e8-42f4699d7c05,3.914917,,
60000,0,4,120,1631292114369,95.890625,UTC+0300,,120,1631291820000,1.5981771,yFuc3cHWzI,1631291760000,com.sec.android.app.shealth,1631292114369,3ee5eda0-fe25-4475-b3d8-db2ffc7bdb7c,4.1641846,,
18204,0,4,32,1631293272236,29.066406,UTC+0300,,32,1631293260000,1.5966641,yFuc3cHWzI,1631293200000,com.sec.android.app.shealth,1631293272236,b61d9c39-7bef-4468-9a1f-df9632698a75,1.5778809,,
43729,0,4,70,1631292114450,53.791016,UTC+0300,,70,1631292120000,1.2300757,yFuc3cHWzI,1631292060000,com.sec.android.app.shealth,1631292114450,bf6ae70b-ad5d-4102-99c3-1162cae5e5b7,2.4621582,,
43630,0,4,98,1631174100071,78.50586,UTC+0300,,98,1631173980000,1.7993249,yFuc3cHWzI,1631173920000,com.sec.android.app.shealth,1631174100071,f4de838d-e589-478d-bf92-09b045cbfcb1,3.4006958,,
7903,0,4,15,1631204041673,11.4375,UTC+0300,,15,1631204100000,1.4471991,yFuc3cHWzI,1631204040000,com.sec.android.app.shealth,1631204044404,608eea72-d08c-472e-a764-09ee9d5d4786,0.5275879,,
5196,0,4,13,1631293656493,10.716797,UTC+0300,,13,1631293680000,2.062457,yFuc3cHWzI,1631293620000,com.sec.android.app.shealth,1631293657064,fe0aee5b-c953-4879-bc0c-5bfc404be317,0.43688965,,
35520,17,4,102,1631294515468,100.79297,UTC+0300,,119,1631294400000,2.8375776,yFuc3cHWzI,1631294340000,com.sec.android.app.shealth,1631294515468,9afb05bf-c022-4ff6-9c8d-1ce10ae2cd82,4.8933105,,
37711,0,4,70,1631294515423,53.51172,UTC+0300,,70,1631294280000,1.4189935,yFuc3cHWzI,1631294220000,com.sec.android.app.shealth,1631294515423,24785728-0aa1-4207-a08a-048585ba609f,2.463623,,
3930,6,4,6,1631258655393,15.6171875,UTC+0300,,12,1631258700000,3.9729426,yFuc3cHWzI,1631258640000,com.sec.android.app.shealth,1631258658665,53ee8106-ea73-4b0a-84a1-46757c37ed85,1.0870361,,
58255,0,4,118,1631174599607,92.22656,UTC+0300,,118,1631174280000,1.5831257,yFuc3cHWzI,1631174220000,com.sec.android.app.shealth,1631174599607,1d3641ac-0c28-4901-804b-3f6abbd9b2f3,4.107422,,
60000,6,4,109,1631296422969,91.04883,UTC+0300,,115,1631295540000,1.5174805,yFuc3cHWzI,1631295480000,com.sec.android.app.shealth,1631296422969,97f84896-8850-4b13-966c-130ba3aa0cd7,4.1726074,,
59240,0,4,112,1631174599653,86.41211,UTC+0300,,112,1631174460000,1.4586635,yFuc3cHWzI,1631174400000,com.sec.android.app.shealth,1631174599653,1edf3805-0737-497f-a21e-54610277385d,3.9108276,,
60000,10,4,109,1631296423080,97.50586,UTC+0300,,119,1631295780000,1.6250976,yFuc3cHWzI,1631295720000,com.sec.android.app.shealth,1631296423080,dcb964f5-e543-4d39-98b3-b51b3f720892,4.555664,,
49856,0,4,107,1631291700074,85.20508,UTC+0300,,107,1631291340000,1.7090236,yFuc3cHWzI,1631291280000,com.sec.android.app.shealth,1631291700074,fcc0d287-5e36-4c28-a09f-573a7ad70a06,3.7095947,,
58548,0,4,111,1631174599678,85.41797,UTC+0300,,111,1631174580000,1.458935,yFuc3cHWzI,1631174520000,com.sec.android.app.shealth,1631174599678,98cceca1-2c7c-4993-96bd-e8dfb72d286b,3.8792114,,
3930,0,4,9,1631294524195,7.6464844,UTC+0300,,9,1631294580000,1.9452901,yFuc3cHWzI,1631294520000,com.sec.android.app.shealth,1631294526105,430b7834-6f00-471a-8079-b07841b84604,0.35351562,,
50626,0,4,111,1631296423197,85.80078,UTC+0300,,111,1631296080000,1.6947888,yFuc3cHWzI,1631296020000,com.sec.android.app.shealth,1631296423197,43067f66-5690-4c9e-82f4-b559d26ac04b,3.8735352,,
57902,0,4,115,1631175245352,89.15234,UTC+0300,,115,1631174760000,1.5397022,yFuc3cHWzI,1631174700000,com.sec.android.app.shealth,1631175245352,bbc7adf5-c252-4764-861b-301dca9ba749,4.010498,,
55384,0,4,116,1631175245454,90.28516,UTC+0300,,116,1631174880000,1.6301634,yFuc3cHWzI,1631174820000,com.sec.android.app.shealth,1631175245454,e1dd8246-89c4-46e2-ba91-4794b8e10ee0,4.0407104,,
45197,69,4,60,1631291700148,127.296875,UTC+0300,,129,1631291640000,2.8164377,yFuc3cHWzI,1631291580000,com.sec.android.app.shealth,1631291700148,4aadd126-5b95-4e7d-bef7-8b9c1d9a3131,7.5167236,,
57570,0,4,115,1631296423035,89.36133,UTC+0300,,115,1631295660000,1.5522125,yFuc3cHWzI,1631295600000,com.sec.android.app.shealth,1631296423035,417dfcc7-78fa-45cb-8e34-f21a08b70d27,4.008667,,
31683,14,4,45,1631296423356,52.67578,UTC+0300,,59,1631296440000,1.6625874,yFuc3cHWzI,1631296380000,com.sec.android.app.shealth,1631296423356,8b10c0a2-5422-41d1-9362-821e29b15b1b,2.8181152,,
2889,0,4,9,1631346804317,7.9179688,UTC+0300,,9,1631346840000,2.740323,yFuc3cHWzI,1631346780000,com.sec.android.app.shealth,1631346805883,1d6c2dd7-a2ab-4a0e-b0b5-d6168430b5a7,0.32409668,,
