com.samsung.shealth.rewards,6100041,4
is_visible,create_time,time_offset,program_id,end_time,device_type,title,exercise_type,exercise_session_id,deviceuuid,start_time,pkg_name,update_time,number_of_streak,datauuid,extra_data,controller_id,source_pkg_name
1,2020-03-03 18:55:00.495,UTC+0200,,2020-03-02 23:00:00.000,10009,tracker_pedometer_reward_target_achieved,,,yFuc3cHWzI,2020-03-02 23:00:00.000,com.sec.android.app.shealth,2020-03-08 23:00:01.613,,dee7ee99-4c7c-46d8-b753-e1a93c5513c9,"{""mTarget"":6000,""mValue"":8483}",tracker.pedometer,,
1,2020-03-06 18:51:02.746,UTC+0200,,2020-03-05 23:00:00.000,100003,tracker_pedometer_reward_target_achieved,,,yFuc3cHWzI,2020-03-05 23:00:00.000,com.sec.android.app.shealth,2020-03-11 23:00:02.245,,0a5f6bcd-ba78-43c9-a8ef-8da96c26304c,"{""mTarget"":6000,""mValue"":6803}",tracker.pedometer,,
1,2020-09-14 15:56:00.508,UTC+0300,,2020-09-14 15:56:00.455,,goal_activity_reward_most_active_day,,,yFuc3cHWzI,2020-09-14 18:20:08.429,com.sec.android.app.shealth,2020-09-14 18:20:08.464,,a8a791fe-dd94-4d1e-afc7-39c9085d02df,"{""mIsCompleted"":false,""mValue"":172,""mValue2"":0}",goal.activity,,
1,2020-03-06 18:51:01.218,UTC+0200,,2020-03-05 23:00:00.000,10009,tracker_pedometer_reward_target_achieved,,,yFuc3cHWzI,2020-03-05 23:00:00.000,com.sec.android.app.shealth,2020-03-11 23:00:01.415,,d4e2a9e0-d7db-4e00-8700-4587f9bfe87a,"{""mTarget"":6000,""mValue"":6803}",tracker.pedometer,,
0,2020-03-09 19:13:32.138,UTC+0200,,2020-03-09 19:13:32.077,,goal_activity_reward_goal_achieved,,,yFuc3cHWzI,2020-03-09 19:13:32.077,com.sec.android.app.shealth,2020-03-10 18:55:00.503,,ade0eff3-4f7c-4976-84e6-369f0fd90369,"{""mIsCompleted"":false,""mValue"":76,""mValue2"":60}",goal.activity,,
0,2020-03-04 12:01:40.754,UTC+0200,,2020-03-04 12:01:40.730,,goal_activity_reward_goal_achieved,,,yFuc3cHWzI,2020-03-04 12:01:40.730,com.sec.android.app.shealth,2020-03-05 15:55:00.360,,5a291612-1b4b-465f-86da-8beb1fcbf213,"{""mIsCompleted"":false,""mValue"":66,""mValue2"":60}",goal.activity,,
0,2020-03-10 18:55:00.509,UTC+0200,,2020-03-10 18:55:00.454,,goal_activity_reward_goal_achieved,,,yFuc3cHWzI,2020-03-10 18:55:00.454,com.sec.android.app.shealth,2020-03-12 13:36:47.166,,d0d133df-c276-45aa-8162-6a30c07c4f8f,"{""mIsCompleted"":false,""mValue"":70,""mValue2"":60}",goal.activity,,
1,2020-03-05 13:35:00.709,UTC+0200,,2020-03-04 23:00:00.000,10009,tracker_pedometer_reward_target_achieved,,,yFuc3cHWzI,2020-03-04 23:00:00.000,com.sec.android.app.shealth,2020-03-10 23:00:01.819,,2cbca398-ae2e-4b5d-968c-e645e619ca3d,"{""mTarget"":6000,""mValue"":8485}",tracker.pedometer,,
1,2020-09-16 22:00:06.450,UTC+0300,,2020-09-13 22:00:00.000,100003,tracker_pedometer_reward_most_walking_day,,,yFuc3cHWzI,2020-09-13 22:00:00.000,com.sec.android.app.shealth,2020-09-16 22:00:06.450,,6590f455-601b-4426-a00e-f800b4c73c16,"{""mTarget"":-1,""mValue"":19291}",tracker.pedometer,,
0,2020-03-06 20:44:06.144,UTC+0200,,2020-03-06 20:44:06.033,,goal_activity_reward_goal_achieved,,,yFuc3cHWzI,2020-03-06 20:44:06.033,com.sec.android.app.shealth,2020-03-09 19:13:32.115,,d59f88e5-00ac-4eeb-8946-4f4d09041693,"{""mIsCompleted"":false,""mValue"":60,""mValue2"":60}",goal.activity,,
1,2020-03-10 18:55:00.423,UTC+0200,,2020-03-09 23:00:00.000,10009,tracker_pedometer_reward_target_achieved,,,yFuc3cHWzI,2020-03-09 23:00:00.000,com.sec.android.app.shealth,2020-03-15 23:00:01.490,,3681c497-6994-43c3-a50d-cfaa95762b78,"{""mTarget"":6000,""mValue"":7725}",tracker.pedometer,,
1,2020-03-13 19:04:52.321,UTC+0200,,2020-03-12 23:00:00.000,100003,tracker_pedometer_reward_target_achieved,,,yFuc3cHWzI,2020-03-12 23:00:00.000,com.sec.android.app.shealth,2020-03-18 23:00:01.752,,6bf68f05-b5ef-4f9a-b6cd-ad00317de432,"{""mTarget"":6000,""mValue"":6548}",tracker.pedometer,,
0,2020-03-12 13:36:47.167,UTC+0200,,2020-03-12 13:36:47.131,,goal_activity_reward_goal_achieved,,,yFuc3cHWzI,2020-03-12 13:36:47.131,com.sec.android.app.shealth,2020-03-14 11:47:16.565,,0097a5a4-0821-493d-a381-73d47f329a85,"{""mIsCompleted"":false,""mValue"":61,""mValue2"":60}",goal.activity,,
1,2020-03-09 16:58:10.131,UTC+0200,,2020-03-08 23:00:00.000,10009,tracker_pedometer_reward_target_achieved,,,yFuc3cHWzI,2020-03-08 23:00:00.000,com.sec.android.app.shealth,2020-03-14 23:00:02.560,,29806536-15ad-4da8-b100-81fe94cf0153,"{""mTarget"":6000,""mValue"":8387}",tracker.pedometer,,
1,2020-09-28 10:15:00.499,UTC+0300,,2020-09-27 22:00:00.000,10009,tracker_pedometer_reward_target_achieved,,,yFuc3cHWzI,2020-09-27 22:00:00.000,com.sec.android.app.shealth,2020-10-03 22:00:01.167,,0e33ab7c-1749-4ba1-b294-3863c2a50c18,"{""mTarget"":6000,""mValue"":8361}",tracker.pedometer,,
1,2020-03-10 18:55:01.441,UTC+0200,,2020-03-09 23:00:00.000,100003,tracker_pedometer_reward_target_achieved,,,yFuc3cHWzI,2020-03-09 23:00:00.000,com.sec.android.app.shealth,2020-03-15 23:00:02.235,,2520a19c-45be-4462-9491-90fbee07b6cc,"{""mTarget"":6000,""mValue"":7725}",tracker.pedometer,,
1,2020-03-13 19:04:51.203,UTC+0200,,2020-03-12 23:00:00.000,10009,tracker_pedometer_reward_target_achieved,,,yFuc3cHWzI,2020-03-12 23:00:00.000,com.sec.android.app.shealth,2020-03-18 23:00:01.161,,2d98e11d-c75f-4f66-a261-036058a8731b,"{""mTarget"":6000,""mValue"":6548}",tracker.pedometer,,
0,2020-09-14 10:15:01.098,UTC+0300,,2020-09-14 10:15:01.068,,goal_activity_reward_goal_achieved,,,yFuc3cHWzI,2020-09-14 10:15:01.068,com.sec.android.app.shealth,2020-09-15 16:02:59.430,,b8f77108-59ce-42c4-b5f1-3edb16418d1c,"{""mIsCompleted"":false,""mValue"":172,""mValue2"":60}",goal.activity,,
1,2020-09-29 22:00:06.058,UTC+0300,,2020-09-28 22:00:00.000,100003,tracker_pedometer_reward_most_walking_day,,,yFuc3cHWzI,2020-09-28 22:00:00.000,com.sec.android.app.shealth,2020-09-29 22:00:06.058,,7de58275-505c-4de4-8829-9fe3956eebee,"{""mTarget"":-1,""mValue"":15791}",tracker.pedometer,,
1,2020-09-14 09:55:00.345,UTC+0300,,2020-09-13 22:00:00.000,10009,tracker_pedometer_reward_target_achieved,,,yFuc3cHWzI,2020-09-13 22:00:00.000,com.sec.android.app.shealth,2020-09-19 22:00:01.799,,6a8183fd-da56-466e-b0dd-a5ecf28d1685,"{""mTarget"":6000,""mValue"":19291}",tracker.pedometer,,
1,2020-03-12 13:35:00.592,UTC+0200,,2020-03-11 23:00:00.000,10009,tracker_pedometer_reward_target_achieved,,,yFuc3cHWzI,2020-03-11 23:00:00.000,com.sec.android.app.shealth,2020-03-17 23:00:01.626,,c1a823f2-2617-405c-9e79-3911d19b0ef5,"{""mTarget"":6000,""mValue"":6601}",tracker.pedometer,,
1,2020-03-14 11:46:50.807,UTC+0200,,2020-03-13 23:00:00.000,100003,tracker_pedometer_reward_target_achieved,,,yFuc3cHWzI,2020-03-13 23:00:00.000,com.sec.android.app.shealth,2020-03-19 23:00:05.580,,47670aa0-a9f7-4134-9078-77664f69a6b2,"{""mTarget"":6000,""mValue"":8363}",tracker.pedometer,,
1,2020-09-14 09:55:01.568,UTC+0300,,2020-09-13 22:00:00.000,100003,tracker_pedometer_reward_target_achieved,,,yFuc3cHWzI,2020-09-13 22:00:00.000,com.sec.android.app.shealth,2020-09-19 22:00:02.629,,7cd65bb0-91da-456b-be2a-3f7c1013baa9,"{""mTarget"":6000,""mValue"":19291}",tracker.pedometer,,
0,2020-09-15 16:02:59.432,UTC+0300,,2020-09-15 16:02:59.419,,goal_activity_reward_goal_achieved,,,yFuc3cHWzI,2020-09-15 16:02:59.419,com.sec.android.app.shealth,2020-09-28 10:15:01.430,,bfa2c733-d20b-41fd-bc7a-5fba216cebbd,"{""mIsCompleted"":true,""mValue"":91,""mValue2"":60}",goal.activity,,
0,2020-10-10 11:20:00.488,UTC+0300,,2020-10-10 11:20:00.453,,goal_activity_reward_goal_achieved,,,yFuc3cHWzI,2020-10-10 11:20:00.453,com.sec.android.app.shealth,2020-10-17 14:58:34.573,,e8349940-71f1-4a00-a6b4-cdf15cf60df9,"{""mIsCompleted"":false,""mValue"":90,""mValue2"":60}",goal.activity,,
1,2020-09-15 15:55:00.138,UTC+0300,,2020-09-14 22:00:00.000,10009,tracker_pedometer_reward_target_achieved,,,yFuc3cHWzI,2020-09-14 22:00:00.000,com.sec.android.app.shealth,2020-09-20 22:00:01.078,,699f0aa4-6b24-4c7f-b0a9-99707677a9ad,"{""mTarget"":6000,""mValue"":10040}",tracker.pedometer,,
1,2020-03-14 11:46:49.166,UTC+0200,,2020-03-13 23:00:00.000,10009,tracker_pedometer_reward_target_achieved,,,yFuc3cHWzI,2020-03-13 23:00:00.000,com.sec.android.app.shealth,2020-03-19 23:00:04.634,,6ad4b59e-486e-43f0-8247-33a8884b212b,"{""mTarget"":6000,""mValue"":8363}",tracker.pedometer,,
1,2020-09-14 15:51:00.885,UTC+0300,,2020-09-13 22:00:00.000,100003,tracker_pedometer_reward_most_walking_day,,,yFuc3cHWzI,2020-09-13 22:00:00.000,com.sec.android.app.shealth,2020-09-14 18:21:48.699,,9cee014b-988d-4995-acc1-15cf9a2628e3,"{""mTarget"":-1,""mValue"":19291}",tracker.pedometer,,
1,2020-09-15 15:55:01.295,UTC+0300,,2020-09-14 22:00:00.000,100003,tracker_pedometer_reward_target_achieved,,,yFuc3cHWzI,2020-09-14 22:00:00.000,com.sec.android.app.shealth,2020-09-20 22:00:01.587,,91c9435a-9ce8-474d-b656-5e88e5e02a57,"{""mTarget"":6000,""mValue"":10040}",tracker.pedometer,,
1,2020-10-17 10:08:45.441,UTC+0300,,2020-10-16 22:00:00.000,100003,tracker_pedometer_reward_target_achieved,,,yFuc3cHWzI,2020-10-16 22:00:00.000,com.sec.android.app.shealth,2020-10-22 22:00:03.065,,6d338d53-a91d-4ad1-a911-1b40a654ed52,"{""mTarget"":6000,""mValue"":7341}",tracker.pedometer,,
1,2020-09-19 22:00:02.837,UTC+0300,,2020-09-13 22:00:00.000,100003,tracker_pedometer_reward_most_walking_day,,,yFuc3cHWzI,2020-09-13 22:00:00.000,com.sec.android.app.shealth,2020-09-19 22:00:02.837,,60efad04-b360-48c5-9d02-218d7d86afd6,"{""mTarget"":-1,""mValue"":19291}",tracker.pedometer,,
1,2020-09-14 15:49:33.584,UTC+0300,,2020-09-13 22:00:00.000,10009,tracker_pedometer_reward_most_walking_day,,,yFuc3cHWzI,2020-09-13 22:00:00.000,com.sec.android.app.shealth,2020-09-14 22:00:01.359,,749d02c0-ad0a-475f-8370-0b9cb7cb7071,"{""mTarget"":-1,""mValue"":19291}",tracker.pedometer,,
1,2020-09-15 22:00:03.469,UTC+0300,,2020-09-14 22:00:00.000,100003,tracker_pedometer_reward_most_walking_day,,,yFuc3cHWzI,2020-09-14 22:00:00.000,com.sec.android.app.shealth,2020-09-15 22:00:03.469,,23f67476-8d12-494a-963a-e8039ab40dda,"{""mTarget"":-1,""mValue"":10040}",tracker.pedometer,,
1,2020-09-17 22:00:02.294,UTC+0300,,2020-09-13 22:00:00.000,100003,tracker_pedometer_reward_most_walking_day,,,yFuc3cHWzI,2020-09-13 22:00:00.000,com.sec.android.app.shealth,2020-09-17 22:00:02.294,,3dce771c-da4f-470a-b7f0-d3997a1671e1,"{""mTarget"":-1,""mValue"":19291}",tracker.pedometer,,
0,2020-10-22 11:22:59.635,UTC+0300,,2020-10-22 11:22:59.569,,goal_activity_reward_goal_achieved,,,yFuc3cHWzI,2020-10-22 11:22:59.569,com.sec.android.app.shealth,2020-10-24 12:27:29.979,,179ea0f0-c790-4b69-a608-99e965942030,"{""mIsCompleted"":false,""mValue"":64,""mValue2"":60}",goal.activity,,
1,2020-09-18 22:00:03.156,UTC+0300,,2020-09-13 22:00:00.000,100003,tracker_pedometer_reward_most_walking_day,,,yFuc3cHWzI,2020-09-13 22:00:00.000,com.sec.android.app.shealth,2020-09-18 22:00:03.156,,a0a6032a-9eb4-4dad-ba7e-52f163d05c3c,"{""mTarget"":-1,""mValue"":19291}",tracker.pedometer,,
1,2020-09-29 08:00:41.596,UTC+0300,,2020-09-28 22:00:00.000,10009,tracker_pedometer_reward_target_achieved,,,yFuc3cHWzI,2020-09-28 22:00:00.000,com.sec.android.app.shealth,2020-10-04 22:00:00.985,,f911af5b-e978-43e1-b4ef-375f9c6ec0b4,"{""mTarget"":6000,""mValue"":15791}",tracker.pedometer,,
1,2020-09-15 22:00:03.324,UTC+0300,,2020-09-12 22:00:00.000,100003,tracker_pedometer_reward_most_walking_day,,,yFuc3cHWzI,2020-09-12 22:00:00.000,com.sec.android.app.shealth,2020-09-15 22:00:03.324,,fe312fa8-b5ea-45d4-9a99-16d99fcec240,"{""mTarget"":-1,""mValue"":547}",tracker.pedometer,,
0,2020-10-26 15:04:46.344,UTC+0200,,2020-10-26 15:04:46.287,,goal_activity_reward_goal_achieved,,,yFuc3cHWzI,2020-10-26 15:04:46.287,com.sec.android.app.shealth,2020-10-28 15:25:06.410,,0cf7ce2e-c4b9-4b07-915b-8a701286ed5e,"{""mIsCompleted"":false,""mValue"":87,""mValue2"":60}",goal.activity,,
1,2020-09-28 10:15:02.036,UTC+0300,,2020-09-27 22:00:00.000,100003,tracker_pedometer_reward_target_achieved,,,yFuc3cHWzI,2020-09-27 22:00:00.000,com.sec.android.app.shealth,2020-10-03 22:00:01.611,,f6a4466d-c562-46c7-b34e-e4663690e997,"{""mTarget"":6000,""mValue"":8361}",tracker.pedometer,,
0,2020-09-28 10:15:01.435,UTC+0300,,2020-09-28 10:15:01.405,,goal_activity_reward_goal_achieved,,,yFuc3cHWzI,2020-09-28 10:15:01.405,com.sec.android.app.shealth,2020-09-29 10:12:05.777,,e152ccd5-9e89-47fd-9314-5956146da101,"{""mIsCompleted"":false,""mValue"":74,""mValue2"":60}",goal.activity,,
0,2020-10-03 10:30:57.254,UTC+0300,,2020-10-03 10:30:57.214,,goal_activity_reward_goal_achieved,,,yFuc3cHWzI,2020-10-03 10:30:57.214,com.sec.android.app.shealth,2020-10-10 11:20:00.479,,7c8af999-9bd0-40c8-9c1d-23cadd513220,"{""mIsCompleted"":false,""mValue"":71,""mValue2"":60}",goal.activity,,
1,2020-09-25 19:10:22.262,UTC+0300,,2020-09-24 22:00:00.000,100003,tracker_pedometer_reward_target_achieved,,,yFuc3cHWzI,2020-09-24 22:00:00.000,com.sec.android.app.shealth,2020-09-30 22:00:05.843,,fc94f50d-788d-45fc-9f48-db6f5a3427cb,"{""mTarget"":6000,""mValue"":6281}",tracker.pedometer,,
1,2020-09-25 19:10:07.133,UTC+0300,,2020-09-24 22:00:00.000,10009,tracker_pedometer_reward_target_achieved,,,yFuc3cHWzI,2020-09-24 22:00:00.000,com.sec.android.app.shealth,2020-09-30 22:00:05.227,,61448131-cce7-4126-9db4-fdbf18840de2,"{""mTarget"":6000,""mValue"":6281}",tracker.pedometer,,
1,2020-12-10 09:26:03.831,UTC+0200,,2020-12-09 23:00:00.000,100003,tracker_pedometer_reward_target_achieved,,,yFuc3cHWzI,2020-12-09 23:00:00.000,com.sec.android.app.shealth,2020-12-15 23:00:02.416,,1c1324c3-0f8c-44cf-8b2a-4372afd15c96,"{""mTarget"":6000,""mValue"":6496}",tracker.pedometer,,
1,2020-10-13 08:13:50.258,UTC+0300,,2020-10-12 22:00:00.000,10009,tracker_pedometer_reward_target_achieved,,,yFuc3cHWzI,2020-10-12 22:00:00.000,com.sec.android.app.shealth,2020-10-18 22:00:02.077,,651e3426-9e5a-4ca0-aacc-a717b3bd5d90,"{""mTarget"":6000,""mValue"":6303}",tracker.pedometer,,
1,2020-10-03 09:37:08.850,UTC+0300,,2020-10-02 22:00:00.000,100003,tracker_pedometer_reward_target_achieved,,,yFuc3cHWzI,2020-10-02 22:00:00.000,com.sec.android.app.shealth,2020-10-08 22:00:01.997,,2ae9c0cf-2b23-4157-aacb-6fa5497196d2,"{""mTarget"":6000,""mValue"":8019}",tracker.pedometer,,
1,2020-09-29 08:00:43.064,UTC+0300,,2020-09-28 22:00:00.000,100003,tracker_pedometer_reward_target_achieved,,,yFuc3cHWzI,2020-09-28 22:00:00.000,com.sec.android.app.shealth,2020-10-04 22:00:01.415,,ed1ca9cd-f886-4acf-b734-50edf84a7f07,"{""mTarget"":6000,""mValue"":15791}",tracker.pedometer,,
1,2020-10-19 11:31:58.711,UTC+0300,,2020-10-18 22:00:00.000,100003,tracker_pedometer_reward_target_achieved,,,yFuc3cHWzI,2020-10-18 22:00:00.000,com.sec.android.app.shealth,2020-10-24 22:00:02.289,,70b1cfe3-8996-4a3d-ae48-6cb965a8e552,"{""mTarget"":6000,""mValue"":6307}",tracker.pedometer,,
0,2020-09-29 10:12:05.782,UTC+0300,,2020-09-29 10:12:05.758,,goal_activity_reward_goal_achieved,,,yFuc3cHWzI,2020-09-29 10:12:05.758,com.sec.android.app.shealth,2020-10-03 10:30:57.246,,445ae7d4-a47b-4776-b83a-60fcb4d8b380,"{""mIsCompleted"":false,""mValue"":141,""mValue2"":60}",goal.activity,,
1,2020-10-12 11:12:53.692,UTC+0300,,2020-10-11 22:00:00.000,100003,tracker_pedometer_reward_target_achieved,,,yFuc3cHWzI,2020-10-11 22:00:00.000,com.sec.android.app.shealth,2020-10-17 22:00:07.895,,76a773b0-442c-4fc5-81f8-76c4e3d43424,"{""mTarget"":6000,""mValue"":7131}",tracker.pedometer,,
1,2020-12-26 15:35:01.512,UTC+0200,,2020-12-25 23:00:00.000,100003,tracker_pedometer_reward_target_achieved,,,yFuc3cHWzI,2020-12-25 23:00:00.000,com.sec.android.app.shealth,2020-12-31 23:07:09.583,,2caef2c6-7b70-4746-9dc7-98df31c64af0,"{""mTarget"":6000,""mValue"":7083}",tracker.pedometer,,
0,2020-10-24 12:27:29.986,UTC+0300,,2020-10-24 12:27:29.926,,goal_activity_reward_goal_achieved,,,yFuc3cHWzI,2020-10-24 12:27:29.926,com.sec.android.app.shealth,2020-10-26 15:04:46.334,,0df9bc08-cbae-4ed8-86a8-294e51411937,"{""mIsCompleted"":false,""mValue"":115,""mValue2"":60}",goal.activity,,
1,2020-10-10 11:14:46.368,UTC+0300,,2020-10-09 22:00:00.000,10009,tracker_pedometer_reward_target_achieved,,,yFuc3cHWzI,2020-10-09 22:00:00.000,com.sec.android.app.shealth,2020-10-15 22:00:01.698,,48eed09c-17bb-4c84-9e28-a1684b95a5e2,"{""mTarget"":6000,""mValue"":9757}",tracker.pedometer,,
1,2020-10-10 11:16:01.268,UTC+0300,,2020-10-09 22:00:00.000,100003,tracker_pedometer_reward_target_achieved,,,yFuc3cHWzI,2020-10-09 22:00:00.000,com.sec.android.app.shealth,2020-10-15 22:00:02.618,,20cfe2c5-e2da-4c1a-98f0-b1648a004a2b,"{""mTarget"":6000,""mValue"":9757}",tracker.pedometer,,
0,2020-10-28 15:25:06.480,UTC+0200,,2020-10-28 15:25:06.373,,goal_activity_reward_goal_achieved,,,yFuc3cHWzI,2020-10-28 15:25:06.373,com.sec.android.app.shealth,2020-12-12 11:44:09.482,,f2311e6d-edbb-4797-ba8b-67fc5cd75d63,"{""mIsCompleted"":true,""mValue"":88,""mValue2"":60}",goal.activity,,
1,2020-12-31 15:37:02.439,UTC+0200,,2020-12-30 23:00:00.000,100003,tracker_pedometer_reward_target_achieved,,,yFuc3cHWzI,2020-12-30 23:00:00.000,com.sec.android.app.shealth,2021-01-05 23:00:02.765,,781cca9a-6f87-4218-a799-1b63a80f34ec,"{""mTarget"":6000,""mValue"":6296}",tracker.pedometer,,
1,2020-10-19 11:31:57.900,UTC+0300,,2020-10-18 22:00:00.000,10009,tracker_pedometer_reward_target_achieved,,,yFuc3cHWzI,2020-10-18 22:00:00.000,com.sec.android.app.shealth,2020-10-23 22:00:02.037,,29c7c13e-a67e-4696-8978-e00c8df12edd,"{""mTarget"":6000,""mValue"":6307}",tracker.pedometer,,
1,2020-10-13 08:13:52.399,UTC+0300,,2020-10-12 22:00:00.000,100003,tracker_pedometer_reward_target_achieved,,,yFuc3cHWzI,2020-10-12 22:00:00.000,com.sec.android.app.shealth,2020-10-18 22:00:02.834,,fb5de342-df5e-4b17-8fff-4cc90c5d0a93,"{""mTarget"":6000,""mValue"":6303}",tracker.pedometer,,
1,2020-12-12 11:44:10.358,UTC+0200,,2020-12-11 23:00:00.000,100003,tracker_pedometer_reward_target_achieved,,,yFuc3cHWzI,2020-12-11 23:00:00.000,com.sec.android.app.shealth,2020-12-17 23:00:56.299,,bbf36231-d3d3-4e45-9233-09b5659f8307,"{""mTarget"":6000,""mValue"":7331}",tracker.pedometer,,
1,2020-10-17 10:08:42.903,UTC+0300,,2020-10-16 22:00:00.000,10009,tracker_pedometer_reward_target_achieved,,,yFuc3cHWzI,2020-10-16 22:00:00.000,com.sec.android.app.shealth,2020-10-22 22:00:02.085,,ff8b7b5b-3c48-47ae-b53f-436b87b814d9,"{""mTarget"":6000,""mValue"":7341}",tracker.pedometer,,
1,2020-10-24 12:15:01.655,UTC+0300,,2020-10-23 22:00:00.000,100003,tracker_pedometer_reward_target_achieved,,,yFuc3cHWzI,2020-10-23 22:00:00.000,com.sec.android.app.shealth,2020-10-29 23:00:11.742,,4da58b1c-88ca-4fc8-a7f9-3fd6a370d4dc,"{""mTarget"":6000,""mValue"":12390}",tracker.pedometer,,
0,2021-01-12 15:30:48.881,UTC+0200,,2021-01-12 15:30:48.834,,goal_activity_reward_goal_achieved,,,yFuc3cHWzI,2021-01-12 15:30:48.834,com.sec.android.app.shealth,2021-01-16 12:22:13.583,,8e7aa2bf-5d00-40d3-8f9b-8c6dd4bf46cb,"{""mIsCompleted"":false,""mValue"":62,""mValue2"":60}",goal.activity,,
1,2020-10-03 09:35:16.644,UTC+0300,,2020-10-02 22:00:00.000,10009,tracker_pedometer_reward_target_achieved,,,yFuc3cHWzI,2020-10-02 22:00:00.000,com.sec.android.app.shealth,2020-10-08 22:00:01.600,,44868e25-f6b3-4d04-b0ce-6229a0be385d,"{""mTarget"":6000,""mValue"":8019}",tracker.pedometer,,
1,2020-10-22 11:15:00.526,UTC+0300,,2020-10-21 22:00:00.000,10009,tracker_pedometer_reward_target_achieved,,,yFuc3cHWzI,2020-10-21 22:00:00.000,com.sec.android.app.shealth,2020-10-26 23:00:01.860,,df845c07-8f30-4f11-bb75-4e9731b45930,"{""mTarget"":6000,""mValue"":7074}",tracker.pedometer,,
1,2021-02-22 11:43:24.540,UTC+0200,,2021-02-21 23:00:00.000,100003,tracker_pedometer_reward_target_achieved,,,yFuc3cHWzI,2021-02-21 23:00:00.000,com.sec.android.app.shealth,2021-02-27 23:00:06.484,,6fcb0d51-cb04-4db8-96fc-d1dee017bce3,"{""mTarget"":6000,""mValue"":6356}",tracker.pedometer,,
1,2020-12-28 15:35:01.596,UTC+0200,,2020-12-27 23:00:00.000,100003,tracker_pedometer_reward_target_achieved,,,yFuc3cHWzI,2020-12-27 23:00:00.000,com.sec.android.app.shealth,2021-01-02 23:00:03.098,,a2853d17-2f32-4ecc-809d-6774311db3b3,"{""mTarget"":6000,""mValue"":9066}",tracker.pedometer,,
1,2020-10-28 15:25:05.873,UTC+0200,,2020-10-27 23:00:00.000,10009,tracker_pedometer_reward_target_achieved,,,yFuc3cHWzI,2020-10-27 23:00:00.000,com.sec.android.app.shealth,2020-11-02 23:00:02.459,,08408220-65d1-4b3d-9af0-488d16a32582,"{""mTarget"":6000,""mValue"":8394}",tracker.pedometer,,
1,2020-10-22 11:15:02.176,UTC+0300,,2020-10-21 22:00:00.000,100003,tracker_pedometer_reward_target_achieved,,,yFuc3cHWzI,2020-10-21 22:00:00.000,com.sec.android.app.shealth,2020-10-27 23:00:02.878,,41381c9d-e4a1-49e4-bddf-7eee88590d5f,"{""mTarget"":6000,""mValue"":7074}",tracker.pedometer,,
1,2020-10-24 22:00:02.547,UTC+0300,,2020-10-23 22:00:00.000,100003,tracker_pedometer_reward_most_walking_day,,,yFuc3cHWzI,2020-10-23 22:00:00.000,com.sec.android.app.shealth,2020-10-24 22:00:02.547,,ae64f4c7-b853-47c6-9404-80c740577db6,"{""mTarget"":-1,""mValue"":12390}",tracker.pedometer,,
1,2021-03-08 23:00:04.950,UTC+0200,,2021-03-07 23:00:00.000,100003,tracker_pedometer_reward_most_walking_day,,,yFuc3cHWzI,2021-03-07 23:00:00.000,com.sec.android.app.shealth,2021-03-08 23:00:04.950,,11dd7091-6b12-427b-a9f8-a47964011bea,"{""mTarget"":-1,""mValue"":10156}",tracker.pedometer,,
1,2020-10-12 11:12:52.129,UTC+0300,,2020-10-11 22:00:00.000,10009,tracker_pedometer_reward_target_achieved,,,yFuc3cHWzI,2020-10-11 22:00:00.000,com.sec.android.app.shealth,2020-10-17 22:00:07.134,,e906c286-32be-4824-ad0e-e9997265cd57,"{""mTarget"":6000,""mValue"":7131}",tracker.pedometer,,
0,2021-01-09 13:13:40.959,UTC+0200,,2021-01-09 13:13:40.925,,goal_activity_reward_goal_achieved,,,yFuc3cHWzI,2021-01-09 13:13:40.925,com.sec.android.app.shealth,2021-01-12 15:30:48.877,,e648d795-91f7-47f0-920c-c703da9a959e,"{""mIsCompleted"":false,""mValue"":100,""mValue2"":60}",goal.activity,,
1,2020-10-26 15:04:46.220,UTC+0200,,2020-10-25 23:00:00.000,10009,tracker_pedometer_reward_target_achieved,,,yFuc3cHWzI,2020-10-25 23:00:00.000,com.sec.android.app.shealth,2020-10-31 23:00:02.829,,17a9740b-cc0d-4ffd-a34b-332fbb14f44a,"{""mTarget"":6000,""mValue"":8619}",tracker.pedometer,,
0,2020-10-17 14:58:34.595,UTC+0300,,2020-10-17 14:58:34.558,,goal_activity_reward_goal_achieved,,,yFuc3cHWzI,2020-10-17 14:58:34.558,com.sec.android.app.shealth,2020-10-22 11:22:59.634,,41c4c085-05ef-497c-b9b8-1e55068e336f,"{""mIsCompleted"":false,""mValue"":66,""mValue2"":60}",goal.activity,,
1,2020-10-28 15:25:07.172,UTC+0200,,2020-10-27 23:00:00.000,100003,tracker_pedometer_reward_target_achieved,,,yFuc3cHWzI,2020-10-27 23:00:00.000,com.sec.android.app.shealth,2020-11-02 23:00:03.409,,d0c8c191-6cb8-4d72-a847-5e93cf6d7ebf,"{""mTarget"":6000,""mValue"":8394}",tracker.pedometer,,
1,2021-01-16 12:15:01.365,UTC+0200,,2021-01-15 23:00:00.000,100003,tracker_pedometer_reward_target_achieved,,,yFuc3cHWzI,2021-01-15 23:00:00.000,com.sec.android.app.shealth,2021-01-21 23:00:06.681,,43d6584c-561b-4cd0-9f70-12c585f1a15c,"{""mTarget"":6000,""mValue"":7050}",tracker.pedometer,,
